Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Max Qty (product.metafields.custom.max_qty),Alamat Apotek (product.metafields.vendor_info.address),Nama Apoteker (product.metafields.vendor_info.apoteker),Waktu Praktik (product.metafields.vendor_info.practice_hours),Jadwal Toko (product.metafields.vendor_info.schedule),Nomor SIA (product.metafields.vendor_info.sia),Nomor SIPA (product.metafields.vendor_info.sipa),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
neladryl-expectorant-sirup,Neladryl Expectorant Sirup,"<p>Dus, Botol Plastik @ 60 Ml</p><p>Deskripsi: NELADRYL EXPECTORANT Galenium SIRUP adalah obat yang mengandung ammonium chloride, diphenhydramine hcl dan sodium citrate yang diindikasikan sebagai ekspektoran</p><p>Komposisi: Per 5 ml: Diphenhydramine HCl 13,5 mg, Ammon Cl 131 mg, Na citrate 55 mg</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: SIRUP</p><p>NIE:DTL8327800437A1</p><p>Exp Date:12/2026</p>",Inofarma,,"","Kesehatan, mqty:2",true,Title,Default Title,,,,,,,,ID114158-1,60.0,shopify,deny,manual,16700.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID114158-1_04092025_79ddbf20-1e8d-44d5-bd83-b5570d04b603.jpg?v=1760338241,1,Neladryl Expectorant Sirup,false,Neladryl Expectorant Sirup,"NELADRYL EXPECTORANT Galenium SIRUP  obat yang mengandung ammonium chloride, diphenhydramine hcl dan sodium citrate yang diindikasikan sebagai ekspektoran",,,,,,,,,g,,,active
laxadine-emulsi-2,Laxadine Emulsi,"<p>Dus, 1 Botol Plastik @ 30 Ml</p><p>Deskripsi: LAXADINE Galenium EMULSI adalah obat yang mengandung phenolphthalein, paraffin liquidum glycerin yang diindikasikan untuk perbaikan peristaltik, pelicin jalannya feses, penambahan volume feses secara sistematis sehingga feces mudah dikeluarkan, persiapan menjelang tindakan radiologis dan operasi.</p><p>Komposisi: Setiap 5 ml mengandung Phenolphthalein 55 mg, Paraffin Liquidum 1200 mg, Glycerin 378 mg</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: EMULSI</p><p>NIE:DTL8327800932A1</p><p>Exp Date:06/2027</p>",Inofarma,,"","Kesehatan, mqty:2",true,Title,Default Title,,,,,,,,ID111453-3,30.0,shopify,deny,manual,33000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID111453-3_05092025_c2effbf1-ed1e-4f34-936c-146fbb87ee33.jpg?v=1760338241,1,Laxadine Emulsi,false,Laxadine Emulsi,"LAXADINE Galenium EMULSI  obat yang mengandung phenolphthalein, paraffin liquidum glycerin yang diindikasikan untuk perbaikan peristaltik, pelicin jalannya feses, penambahan volume feses secara sistematis sehingga feces mudah dikeluarkan, persiapan menjelang tindakan radiologis dan operasi.</p>",,,,,,,,,g,,,active
laxadilac-sirup,Laxadilac Sirup,"<p>Dus, 1 Botol Plastik @ 60 Ml</p><p>Deskripsi: LAXADILAC Galenium SIRUP adalah obat yang mengandung lactulose yang digunakan untuk diare</p><p>Komposisi: Tiap 5 ml mengandung lactulose 3, 335 gram</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: SIRUP</p><p>NIE:DBL0327803837A1</p><p>Exp Date:06/2029</p>",Inofarma,,"","Kesehatan, mqty:2",true,Title,Default Title,,,,,,,,ID111452-1,60.0,shopify,deny,manual,60000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID111452-1_05092025_4b9c9c02-45e3-4b92-a7ba-c81da9b12c53.jpg?v=1760338239,1,Laxadilac Sirup,false,Laxadilac Sirup,LAXADILAC Galenium SIRUP  obat yang mengandung lactulose yang digunakan untuk diare,,,,,,,,,g,,,active
bodrex-flu-dan-batuk-berdahak-pe-sirup,Bodrex Flu Dan Batuk Berdahak Pe Sirup,"<p>Dus, Botol Plastik 60 Ml</p><p>Deskripsi: BODREX FLU &amp; BATUK BERDAHAK PE Tempo Scan SIRUP adalah obat yang mengandung parasetamol, phenylephrine HCl, guaifenesin, Bromhexine Hcl yang diindikasikan untuk meredakan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang di sertai batuk berdahak</p><p>Komposisi: Per 5 ml: Paracetamol 150 mg, Phenylephrine HCl 10 mg, dextromethorphan HBr 4 mg</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: SIRUP</p><p>NIE:DTL1322722237A2</p><p>Exp Date:01/2027</p>",Inofarma,,"","Kesehatan, mqty:2",true,Title,Default Title,,,,,,,,ID102527-1,60.0,shopify,deny,manual,12500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID102527-1_19082025_113056c7-f39f-45b8-a306-c42e4d0c828a.jpg?v=1760338239,1,Bodrex Flu Dan Batuk Berdahak Pe Sirup,false,Bodrex Flu Dan Batuk Berdahak Pe Sirup,"BODREX FLU &amp; BATUK BERDAHAK PE Tempo Scan SIRUP  obat yang mengandung parasetamol, phenylephrine HCl, guaifenesin, Bromhexine Hcl yang diindikasikan untuk meredakan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang di sertai batuk berdahak</p>",,,,,,,,,g,,,active
neo-rheumacyl-anti-inflammation-gel,Neo Rheumacyl Anti Inflammation Gel,"<p>Dus, 1 Tube @ 30 Gram</p><p>Deskripsi: NEO RHEUMACYL ANTI INFLAMMATION Tempo Scan GEL adalah gel yang digunakan untuk mengatasi inflamasi di otot dan urat sendi</p><p>Komposisi: Tiap gram mengandung Diclofenac Diethylamine 11.6 mg setara dengan Diclofenac Sodium 10 mg.</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: GEL</p><p>NIE:DTL2122728728A1 </p><p>Exp Date:04/2027</p>",Inofarma,,"","Kesehatan, mqty:1",true,Title,Default Title,,,,,,,,ID114195-1,30.0,shopify,deny,manual,13500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID114195-1_04092025_da444a9a-30d4-4e84-8126-e29b11c5a493.jpg?v=1760338238,1,Neo Rheumacyl Anti Inflammation Gel,false,Neo Rheumacyl Anti Inflammation Gel,NEO RHEUMACYL ANTI INFLAMMATION Tempo Scan GEL  gel yang digunakan untuk mengatasi inflamasi di otot dan urat sendi,,,,,,,,,g,,,active
mycazol-krim-20-mg,Mycazol Krim 20 Mg,"<p>Dus, 1 Tube@ 5 Gram</p><p>Deskripsi: MYCAZOL Erlimpex KRIM 20 MG adalah obat yang mengandung ketoconazole yang diindikasikan untuk mengatasi infeksi jamur pada kulit</p><p>Komposisi: KETOCONAZOLE</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: KRIM</p><p>NIE:DTL0806413529A1</p><p>Exp Date:06/2027</p>",Inofarma,,"","Kesehatan, mqty:1",true,Title,Default Title,,,,,,,,ID113771-1,5.0,shopify,deny,manual,7600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID113771-1_04092025_bdbcde79-8e73-41e3-af2c-e5ce3ba27b7a.jpg?v=1760338238,1,Mycazol Krim 20 Mg,false,Mycazol Krim 20 Mg,MYCAZOL Erlimpex KRIM 20 MG  obat yang mengandung ketoconazole yang diindikasikan untuk mengatasi infeksi jamur pada kulit,,,,,,,,,g,,,active
lorihis-sirup,Lorihis Sirup -,"<p>Dus, 1 Botol @ 60 Ml</p><p>Deskripsi: LORIHIS Erlimpex SIRUP adalah obat yang mengandung loratadine yang diindikasikan untuk mengatasi gejala alergi</p><p>Komposisi: Loratadine 10 Mg</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: SIRUP</p><p>NIE:DTL9806411637A1</p><p>Exp Date:06/2028</p>",Inofarma,,"","Kesehatan, mqty:2",true,Title,Default Title,,,,,,,,ID111985-1,60.0,shopify,deny,manual,9500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID111985-1_05092025_820ec147-8b1f-4f1c-8e02-fd66dd73bb1e.jpg?v=1760338237,1,Lorihis Sirup -,false,Lorihis Sirup -,LORIHIS Erlimpex SIRUP  obat yang mengandung loratadine yang diindikasikan untuk mengatasi gejala alergi,,,,,,,,,g,,,active
erphakaf-plus-sirup,Erphakaf Plus Sirup,"<p>Dus, 1 Botol @ 60 Ml</p><p>Deskripsi: ERPHAKAF PLUS Erlimpex SIRUP adalah obat yang mengandung Dextromethorphan HBr, Diphenhydramine HCl, Phenylpropanolamine HCl, Ammonii Chloride, Natrii citras yang diindikan meringankan batuk dan pilek</p><p>Komposisi: Tiap sendok takar (5 ml) syrup mengandung : Dextromethorphan HBr 10 mg, Diphenhydramine HCl 10 mg, Phenylpropanolamine HCl 7.5 mg, Ammonii Chloride 125 mg, Natrii citras 50 mg</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: SIRUP</p><p>NIE:DTL8106402137A1</p><p>Exp Date:02/2027</p>",Inofarma,,"","Kesehatan, mqty:2",true,Title,Default Title,,,,,,,,ID105825-1,60.0,shopify,deny,manual,6300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID105825-1_29082025_03d52bfb-2c77-4906-87c7-8c7a1da999d9.jpg?v=1760338236,1,Erphakaf Plus Sirup,false,Erphakaf Plus Sirup,"ERPHAKAF PLUS Erlimpex SIRUP  obat yang mengandung Dextromethorphan HBr, Diphenhydramine HCl, Phenylpropanolamine HCl, Ammonii Chloride, Natrii citras yang diindikan meringankan batuk dan pilek",,,,,,,,,g,,,active
ottopan-otto-drops,Ottopan Otto Drops,"<p>Dus, 1 Botol @ 15 Ml</p><p>Deskripsi: OTTOPAN Otto DROPS adalah obat yang mengandung parasetamol yang diindikasikan untuk mengatasi nyeri ringan sampai sedang, nyeri sesudah operasi cabut gigi, pireksia.</p><p>Komposisi: Tiap 0.6 ml drops mengandung Paracetamol 60 mg</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: DROPS</p><p>NIE:DBL9418811836A1</p><p>Exp Date:02/2028</p>",Inofarma,,"","Kesehatan, mqty:1",true,Title,Default Title,,,,,,,,ID115654-1,15.0,shopify,deny,manual,46900.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID115654-1_12092025_8b7915c6-0d4c-459e-84fe-095e9901aefc.jpg?v=1760338235,1,Ottopan Otto Drops,false,Ottopan Otto Drops,"OTTOPAN Otto DROPS  obat yang mengandung parasetamol yang diindikasikan untuk mengatasi nyeri ringan sampai sedang, nyeri sesudah operasi cabut gigi, pireksia.",,,,,,,,,g,,,active
lapifed-dm-lapi-sirup,Lapifed Dm Lapi Sirup,"<p>Dus, 1 Botol @ 100 Ml</p><p>Deskripsi: LAPIFED DM Lapi SIRUP adalah obat yang mengandung triprolidine HCl, pseudoephedrine, dextromethorphan yang diindikasikan untuk meringankan gejala flu dan batuk</p><p>Komposisi: Per 5 mL : Triprolidine HCl 1.25 mg, Pseudoephedrine 30 mg, Dextromethorphan HBr 10 mg</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: SIRUP</p><p>NIE:DTL9813308837A1</p><p>Exp Date:08/2027</p>",Inofarma,,"","Kesehatan, mqty:1",true,Title,Default Title,,,,,,,,ID111273-1,100.0,shopify,deny,manual,46300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID111273-1_26082025_42c5c46f-0127-4fb6-b1c9-5ba63e318731.jpg?v=1760338234,1,Lapifed Dm Lapi Sirup,false,Lapifed Dm Lapi Sirup,"LAPIFED DM Lapi SIRUP  obat yang mengandung triprolidine HCl, pseudoephedrine, dextromethorphan yang diindikasikan untuk meringankan gejala flu dan batuk",,,,,,,,,g,,,active
maltofer-drops,Maltofer Drops,"<p>Dus, 1 Botol @ 30 Ml</p><p>Deskripsi: MALTOFER Combiphar DROPS adalah obat yang mengandung iron yang diindikasikan untuk pengobatan pada defisiensi zat besi laten dan anemia, terapi pencegahan defisiensi zat besi selama kehamilan</p><p>Komposisi: Tiap mL (setara dengan 20 tetes) mengandung Iron (III)-Hydroxide Polymaltose Complex (IPC) setara dengan Besi elemental 50 mg</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: DROPS</p><p>NIE:DBL0304128636A1</p><p>Exp Date:03/2029</p>",Inofarma,,"","mqty:2, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID112318-1,30.0,shopify,deny,manual,78100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID112318-1_02092025_31e6e7e3-a32c-44df-a2a0-3433e13e1245.png?v=1760338230,1,Maltofer Drops,false,Maltofer Drops,"MALTOFER Combiphar DROPS  obat yang mengandung iron yang diindikasikan untuk pengobatan pada defisiensi zat besi laten dan anemia, terapi pencegahan defisiensi zat besi selama kehamilan</p>",,,,,,,,,g,,,active
solinfec-ifars-krim,Solinfec Ifars Krim,"<p>Dus, 1 Tube @ 5 Gram</p><p>Deskripsi: SOLINFEC Ifars KRIM adalah obat yang mengandung ketoconazole yang diindikasikan untuk mengatasi infeksi jamur pada kulit</p><p>Komposisi: KETOCONAZOLE 200 MG</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: KRIM</p><p>NIE:DTL0009211629A1</p><p>Exp Date:08/2029</p>",Inofarma,,"","Kesehatan, mqty:1",true,Title,Default Title,,,,,,,,ID119749-2,5.0,shopify,deny,manual,8300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID119749-2_09092025_14c38827-58d0-475e-bb8b-8b3589ba64dd.jpg?v=1760338229,1,Solinfec Ifars Krim,false,Solinfec Ifars Krim,SOLINFEC Ifars KRIM  obat yang mengandung ketoconazole yang diindikasikan untuk mengatasi infeksi jamur pada kulit,,,,,,,,,g,,,active
obh-combi-anak-batuk-plus-flu-madu-sirup,Obh Combi Anak Batuk Plus Flu (Madu) Sirup,"<p>Dus, 1 Botol Plastik @ 60 Ml</p><p>Deskripsi: OBH COMBI ANAK BATUK PLUS FLU (Madu) Combiphar SIRUP adalah sirup yang mengandung ammonium chloride, chlorphenamine maleate, paracetamol, pseudoephedrine hydrochloride, succus liquiritiae yang berkhasiat untuk meredakan batuk yang disertai gejala-gejala flu pada anak seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin dengan rasa madu</p><p>Komposisi: Tiap 5 ml mengandung : Succus Liquiritiae 167 mg, Paracetamol 150 mg, Ammonium Chloride 50 mg, Pseudoephedrine HCl 10 mg, Chlorpheniramine maleate 1 mg</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: SIRUP</p><p>NIE:DTL0604129337B1</p><p>Exp Date:03/2027</p>",Inofarma,,"","Kesehatan, mqty:2",true,Title,Default Title,,,,,,,,ID115137-1,60.0,shopify,deny,manual,17600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID115137-1_03092025_8f9ad17d-1893-425a-b9c3-5ce681f5d744.jpg?v=1760338228,1,Obh Combi Anak Batuk Plus Flu (Madu) Sirup,false,Obh Combi Anak Batuk Plus Flu (Madu) Sirup,"OBH COMBI ANAK BATUK PLUS FLU (Madu) Combiphar SIRUP  sirup yang mengandung ammonium chloride, chlorphenamine maleate, paracetamol, pseudoephedrine hydrochloride, succus liquiritiae yang berkhasiat untuk meredakan batuk yang disertai gejala-gejala flu pada anak seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin dengan rasa madu",,,,,,,,,g,,,active
maag-gel-suspensi,Maag Gel Suspensi,"<p>Dus, 1 Botol @ 60 Ml</p><p>Deskripsi: MAAG GEL Erela SUSPENSI adalah obat yang mengandung Calcium Carbonate, Dimethylpolysiloxane, and Magnesium Trisilicate. Obat diindikasikan untuk mengatasi gastrittis, peptik esofagitis dan antiflatulen</p><p>Komposisi: Tiap 5 ml: kalsium karbonat (500 mg), magnesium trisilikat (250 mg), simetikon (4 mg)</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: SUSPENSI</p><p>NIE:DBL8306301433A1</p><p>Exp Date:05/2027</p>",Inofarma,,"","Kesehatan, mqty:2",true,Title,Default Title,,,,,,,,ID112125-1,60.0,shopify,deny,manual,9100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID112125-1_02092025_25580026-92de-43b7-b263-ba5d6ef9956e.png?v=1760338227,1,Maag Gel Suspensi,false,Maag Gel Suspensi,"MAAG GEL Erela SUSPENSI  obat yang mengandung Calcium Carbonate, Dimethylpolysiloxane, and Magnesium Trisilicate. Obat diindikasikan untuk mengatasi gastrittis, peptik esofagitis dan antiflatulen",,,,,,,,,g,,,active
erlaflu-sirup,Erlaflu Sirup,"<p>Dus, 1 Botol @ 60 Ml</p><p>Deskripsi: ERLAFLU Erela SIRUP adalah obat yang mengandung Paracetamol, Pseudoephedrine Hydrochloride, Chlorpheniramine Maleat dan Guaifenesin. Obat diindikasikan untuk membantu meringankan gejala flu seperti demam, hidung tersumbat, dan batuk</p><p>Komposisi: Paracetamol 120 mg, Ephedrine Hydrochloride 2.5 mg, Chlorpheniramine Maleate 1 mg, Guaifenesin 50 mg</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: SIRUP</p><p>NIE:DTL1206313837A1</p><p>Exp Date:03/2027</p>",Inofarma,,"","Kesehatan, mqty:2",true,Title,Default Title,,,,,,,,ID105781-1,60.0,shopify,deny,manual,9600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID105781-1_29082025_3b00884a-b2e8-431d-9df6-e2023f78f2ca.jpg?v=1760338226,1,Erlaflu Sirup,false,Erlaflu Sirup,"ERLAFLU Erela SIRUP  obat yang mengandung Paracetamol, Pseudoephedrine Hydrochloride, Chlorpheniramine Maleat dan Guaifenesin. Obat diindikasikan untuk membantu meringankan gejala flu seperti demam, hidung tersumbat, dan batuk",,,,,,,,,g,,,active
antasida-doen-suspensi,Antasida Doen Suspensi,"<p>Botol Plastik @ 60 Ml</p><p>Deskripsi: ANTASIDA DOEN Erela SUSPENSI adalah obat yang mengandung alluminium hydroxide, magnesium hydroxyde yang diindikasikan untuk kelebihan asam lambung, gastritis, tukak lambung dan tukak usus</p><p>Komposisi: Tiap 5 mL: alumunium hydroxide gel 200 mg, magnesium hydroxide paste (30%) 200 mg</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: SUSPENSI</p><p>NIE:GBL9106306133A1</p><p>Exp Date:07/2027</p>",Inofarma,,"","Kesehatan, mqty:2",true,Title,Default Title,,,,,,,,ID101081-1,60.0,shopify,deny,manual,6000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID101081-1_19082025_82f205be-d1a9-4ffc-9ce4-8861c56032a9.png?v=1760338225,1,Antasida Doen Suspensi,false,Antasida Doen Suspensi,"ANTASIDA DOEN Erela SUSPENSI  obat yang mengandung alluminium hydroxide, magnesium hydroxyde yang diindikasikan untuk kelebihan asam lambung, gastritis, tukak lambung dan tukak usus",,,,,,,,,g,,,active
obh-combi-batuk-berdahak-rasa-menthol-sirup-1,Obh Combi Batuk Berdahak Rasa Menthol Sirup,"<p>Dus, 20 Sachet @ 7,5 Ml</p><p>Deskripsi: OBH COMBI BATUK BERDAHAK RASA MENTHOL Combiphar SIRUP adalah obat yang mengandung succus liquiriate dan ammonium chloride yang diindikasikan untuk meredakan batuk berdahak</p><p>Komposisi: Tiap 5 mL sirup mengandung Succus liquiritiae extract 167 mg, ammonium Chloride 50 mg, anise oil 0.99 mg, ammon liqduid 7 microliter, menthol crystal 4.44 mg, peppermint oil 3.16 mg, alcohol 2%</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: SIRUP</p><p>NIE:DBL7204116137A2</p><p>Exp Date:12/1899</p>",Inofarma,,"","mqty:1, Obat Tradisional",true,Title,Default Title,,,,,,,,ID115140-4,8.0,shopify,deny,manual,21100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID115140-4_03092025_247e89cc-51a1-422c-b9a2-bd74f0954894.jpg?v=1760338224,1,Obh Combi Batuk Berdahak Rasa Menthol Sirup,false,Obh Combi Batuk Berdahak Rasa Menthol Sirup,OBH COMBI BATUK BERDAHAK RASA MENTHOL Combiphar SIRUP  obat yang mengandung succus liquiriate dan ammonium chloride yang diindikasikan untuk meredakan batuk berdahak,,,,,,,,,g,,,active
ailin-tetes-mata-0-5-mg,Ailin Tetes Mata 0.5 Mg,"<p>Dus, 1 Botol Plastik @ 10 Ml</p><p>Deskripsi: AILIN Erela TETES MATA 0.5 MG adalah obat yang mengandung tetrahydrozoline hydrochloride yang diindikasikan untuk membantu mengatasi mata merah karena iritasi ringan.</p><p>Komposisi: Tiap ml mengandung: Tetrahydrozoline Hydrochloride (HCl) 0,5 mg dalam larutan buffer isotonis</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: TETES MATA</p><p>NIE:DTL9506308546A1</p><p>Exp Date:04/2027</p>",Inofarma,,"","Kesehatan, mqty:1",true,Title,Default Title,,,,,,,,ID100312-1,10.0,shopify,deny,manual,10300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID100312-1_22082025_409ef716-1329-4c15-b4bd-98be03484a91.jpg?v=1760338223,1,Ailin Tetes Mata 0.5 Mg,false,Ailin Tetes Mata 0.5 Mg,AILIN Erela TETES MATA 0.5 MG  obat yang mengandung tetrahydrozoline hydrochloride yang diindikasikan untuk membantu mengatasi mata merah karena iritasi ringan.,,,,,,,,,g,,,active
kutilos-cairan,Kutilos Cairan,"<p>Dus, Botol 10 Ml</p><p>Deskripsi: KUTILOS Etercon CAIRAN adalah obat yang mengandung asam salisilat, asam laktat, polidocanol yang diindikasikan untuk mengobati masalah pada kulit seperti psoriasis, kutil, mata ikan dan kapalan.</p><p>Komposisi: Asam Salisilat 0,2 G; Asam Laktat 0,05 G; Polidocanol 0,02 G</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: CAIRAN TOPIKAL</p><p>NIE:DBL1315713441A1</p><p>Exp Date:05/2027</p>",Inofarma,,"","Kesehatan, mqty:1",true,Title,Default Title,,,,,,,,ID111060-1,10.0,shopify,deny,manual,32100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID111060-1_26082025_c6f561b9-140c-476b-9493-2dfeca583293.jpg?v=1760338223,1,Kutilos Cairan,false,Kutilos Cairan,"KUTILOS Etercon CAIRAN  obat yang mengandung asam salisilat, asam laktat, polidocanol yang diindikasikan untuk mengobati masalah pada kulit seperti psoriasis, kutil, mata ikan dan kapalan.",,,,,,,,,g,,,active
komix-bintang-toedjoe-sirup-rasa-jahe,Komix Bintang Toedjoe Sirup Rasa Jahe,"<p>Dus, 30 Sachet @ 7 Ml</p><p>Deskripsi: KOMIX Bintang Toedjoe SIRUP RASA JAHE adalah obat yang mengandung chlorphenamine maleate, dextromethorphan hydrobromide, guaifenesin yang diindikasikan untuk membantu meredakan batuk dan menghangatkan tenggorokan</p><p>Komposisi: Setiap Sachet mengandung Guaifenesin 100 mg, Dextromethorphan Hbr 15 mg, Chlorpheniramine Maleate 2 mg</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: SIRUP</p><p>NIE:DTL9202805837A1</p><p>Exp Date:06/2027</p>",Inofarma,,"","mqty:1, Obat Tradisional",true,Title,Default Title,,,,,,,,ID110799-2,10.0,shopify,deny,manual,50600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID110799-2_26082025_1a4d18cb-7a90-4a7a-a5fe-f599c63a4dd0.jpg?v=1760338222,1,Komix Bintang Toedjoe Sirup Rasa Jahe,false,Komix Bintang Toedjoe Sirup Rasa Jahe,"KOMIX Bintang Toedjoe SIRUP RASA JAHE  obat yang mengandung chlorphenamine maleate, dextromethorphan hydrobromide, guaifenesin yang diindikasikan untuk membantu meredakan batuk dan menghangatkan tenggorokan",,,,,,,,,g,,,active
anakonidin-konimex-sirup,Anakonidin Konimex Sirup,"<p>Dus, Botol @ 30 Ml</p><p>Deskripsi: ANAKONIDIN Konimex SIRUP adalah sirup yang mengandung guaifenesin, dextromethorphan, pseudoephedrine hydrochloride, chlorphenamine maleate yang di indikasikan untuk meringankan batuk dan pilek</p><p>Komposisi: Tiap 5 mL :Dextromethrophan HBr 5 mg, Guaifenesin 25 mg, Pseudoephedrine HCl 7.5 mg, Chlorpheniramine Maleate 0.5 mg. Tanpa alkohol</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: SIRUP</p><p>NIE:DTL7613004337A1</p><p>Exp Date:05/2028</p>",Inofarma,,"","Kesehatan, mqty:2",true,Title,Default Title,,,,,,,,ID100932-2,30.0,shopify,deny,manual,8600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID100932-2_22082025_6f376032-a1c2-471d-89de-5a29f10dd7db.jpg?v=1760338221,1,Anakonidin Konimex Sirup,false,Anakonidin Konimex Sirup,"ANAKONIDIN Konimex SIRUP  sirup yang mengandung guaifenesin, dextromethorphan, pseudoephedrine hydrochloride, chlorphenamine maleate yang di indikasikan untuk meringankan batuk dan pilek",,,,,,,,,g,,,active
termorex-plus-konimex-sirup-1,Termorex Plus Konimex Sirup,"<p>Dus, Botol Plastik @ 30 Ml</p><p>Deskripsi: TERMOREX PLUS Konimex SIRUP adalah sirup obat flu yang mengandung paracetamol, guaifenesin, pseudoephedrine hydrochloride, chlorphenamine maleate yang diindikasikan untuk meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin bersin yang di sertai batuk</p><p>Komposisi: Tiap sendok takar (5 ml) mengandung : Paracetamol 120 mg, Pseudoephedrine HCl 7.5 mg, Gliseril guaiakoalat 25 mg, Chlorpheniramine Maleate 0.5 mg</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: SIRUP</p><p>NIE:DTL0113019737A1</p><p>Exp Date:05/2027</p>",Inofarma,,"","Kesehatan, mqty:2",true,Title,Default Title,,,,,,,,ID120690-2,30.0,shopify,deny,manual,10500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID120690-2_18092025_d9abc86b-2d55-477e-b2b2-e7fd7f63a97d.png?v=1760338221,1,Termorex Plus Konimex Sirup,false,Termorex Plus Konimex Sirup,"TERMOREX PLUS Konimex SIRUP  sirup obat flu yang mengandung paracetamol, guaifenesin, pseudoephedrine hydrochloride, chlorphenamine maleate yang diindikasikan untuk meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin bersin yang di sertai batuk",,,,,,,,,g,,,active
